,fire_size_class,latitude,longitude,discovery_month,disc_dow,Vegetation,remoteness,elevation,Temp,Wind,Humidity,Precipitation
388,C,43.24996,-86.21559,Apr,6,9,0.167780348,184,5.869317137,5.668191741,67.51098506,0
389,B,34.67888889,-85.30972222,Apr,1,16,0.163768014,270,10.47840352,2.616097808,67.41385489,138.2666667
390,B,31.36263391,-82.89835757,Oct,0,12,0.144445336,75,21.22401778,1.352582317,79.86891307,19.43333333
391,C,30.93109,-100.535545,May,4,12,0.307585617,734,25.02849869,4.382115584,39.26687989,0
394,B,37.32388888,-120.55,May,2,0,0.501295185,48,19.06367996,3.6693746,45.91529587,9.733333333
395,C,31.1773011,-88.51974019,Jan,0,12,0.195300198,33,2.677644711,1.223353293,22.58333333,2
396,B,48.8655,-99.8528,Apr,4,15,0.292956475,649,8.085881792,4.484834401,53.70641441,23.46666667
397,B,31.28722247,-89.46659843,Nov,3,12,0.20386798,119,14.56096128,0.978004864,72.33039401,3.066666667
398,B,31.437347,-94.804238,Aug,1,12,0.253106199,109,27.0722601,2.275600685,67.4221586,21.6
399,B,44.8302913,-88.05570118,May,4,15,0.183985231,216,13.23992725,4.1894709,59.56223235,73.4
400,C,41.40636,-102.966,Jul,0,15,0.324764389,1297,21.05889833,6.214371242,54.96574328,15.36666667
401,C,41.2352,-116.7362,Jul,2,15,0.460653391,1637,29.70922139,4.361049576,23.82821918,0
402,B,33.73007,-88.23666,Mar,5,16,0.190901065,89,9.304014772,3.242534284,66.64815094,0
403,B,33.5122,-89.8317,Sep,4,16,0.205622483,103,29.3322831,2.054375549,62.90549224,1.5
404,C,37.4492,-84.5664,May,1,0,0.155456588,306,15.86909278,2.241799057,51.67990126,0
405,B,32.67292,-95.01875,Sep,0,12,0.254212764,132,24.61007462,2.262566297,63.12049749,11.56666667
406,B,35.595,-81.5583,Mar,0,15,0.129653736,372,5.205978552,3.232501766,59.22181654,15
407,C,34.41000001,-95.91016668,Jun,3,16,0.261386246,229,26.69769078,2.163688771,72.36924052,0
408,C,33.086456,-80.313683,Apr,5,16,0.120254463,22,17.61165794,2.115474001,64.01830302,0
411,C,31.1489,-90.3086,Oct,6,12,0.211691526,124,16.95547958,1.952553304,64.44029229,0
413,B,33.180876,-85.489484,Sep,6,16,0.166378138,305,23.42541326,1.086382015,76.42056238,0
414,B,33.3444,-90.4514,Nov,5,16,0.211422915,35,13.02972279,2.288129469,70.10709912,4.966666667
416,B,30.4119,-88.4478,Oct,5,12,0.195233833,7,22.16392705,3.380794832,65.36077239,46.86666667
417,B,31.996263,-90.324272,Oct,1,12,0.211205647,137,20.05303437,2.15187827,62.12257178,7.866666667
418,B,32.9903,-90.0897,Nov,4,12,0.208345704,107,14.93237242,2.277921287,69.76524454,38.4
421,B,35.7239,-94.5942,Nov,4,15,0.248259584,364,7.361475789,2.313003435,58.65529999,0
422,B,33.5875,-81.6375,Apr,3,16,0.131637724,104,17.47256672,3.479443273,54.97758519,16.7
423,B,34.5844,-85.2578,Sep,0,16,0.163360502,259,25.00366394,1.715567274,63.56233987,6.2
424,E,34.8,-102.24,Jul,2,16,0.321193271,1163,28.66401453,4.678855188,35.97727211,0
425,B,34.72191,-92.44093,Aug,3,16,0.228864305,151,29.862143,2.687702394,65.60353684,20.83333333
426,B,30.10221999,-101.1058,Mar,4,12,0.313677279,516,16.44352455,4.459813615,63.44202717,0
427,B,31.5161,-84.6975,Aug,2,12,0.160442273,81,27.56943866,2.989776987,75.63677247,0
428,B,47.43382649,-92.9445417,Apr,5,15,0.228294172,458,4.198555029,2.770323263,64.4813655,0
429,B,31.16457938,-89.31435082,Jan,0,12,0.202567526,87,12.22130362,1.740084283,84.60450331,0
432,D,33.686855,-98.74498,Jun,5,16,0.288584536,307,27.15564494,4.283207235,58.68758289,3.2
434,C,33.218453,-86.302327,Nov,3,16,0.173690967,152,12.27284456,1.78722546,67.65252598,30.8
436,B,37.265,-120.1880556,Jul,6,0,0.497624539,95,28.45303312,2.472935402,30.08809203,0
437,B,35.3333,-77.5333,Apr,1,15,0.094364546,17,21.92106702,2.961747413,62.54985944,0
439,C,37.10174179,-83.29543304,Apr,1,0,0.144258085,413,4.645820078,2.017410133,70.02689584,0
440,B,42.35957122,-74.0207546,Apr,6,9,0.060450247,198,5.162609819,3.838328131,67.24254924,306
441,B,38.886764,-123.16392,Oct,6,0,0.527365285,250,15.00221191,1.336397425,54.05480469,0.1
442,B,37.95,-120.4211111,Oct,4,0,0.499643138,438,21.84073224,2.673843985,53.99723632,12
443,B,33.66776,-97.00825,Nov,0,16,0.272192276,235,11.35324074,4.392663139,52.98311287,0
445,B,35.36848333,-77.94196666,Mar,5,15,0.097916403,36,11.33323037,2.732044307,57.80227013,29.66666667
446,C,37.4961,-83.3867,Apr,4,0,0.144859561,337,7.483176181,2.409755124,64.46873831,38.73333333
448,B,31.6865,-81.7947,Feb,2,12,0.134376428,20,11.61939047,3.793118164,61.68501198,24.43333333
449,B,34.9783,-78.9183,May,6,16,0.106718033,52,18.73749231,4.10325233,61.30565684,0
451,B,41.10777093,-74.06471522,Mar,4,15,0.061315996,162,6.306244139,3.801274753,48.28318626,7.5
453,B,40.12194444,-122.5838889,Jun,1,14,0.520804427,354,25.44296296,3.003716931,41.89282662,7
454,B,31.06063,-98.36158001,Sep,5,12,0.286832471,426,25.06567806,3.089268914,65.4605918,60.2
458,C,31.45626247,-82.5208346,Oct,2,12,0.141008737,57,21.5166691,2.298894602,67.15855562,7.333333333
460,B,18.360287,-67.23719,Feb,6,12,0.021667115,31,24.21480194,5.462051047,74.68793822,0
461,B,32.526862,-94.596785,Sep,0,12,0.250375368,142,26.91353326,2.043982864,74.22248362,10.93333333
462,B,46.38,-120.337,Jun,6,9,0.495629656,231,18.41572604,3.234940772,45.72917171,2.6
464,B,47.9783,-99.0225,Apr,5,15,0.285206674,457,-1.99347814,5.68948323,65.26652322,11.23333333
470,B,41.81416667,-123.3583333,Jun,5,15,0.528093657,496,12.99839049,3.085807536,62.03532778,11.3
471,B,34.4644,-85.3808,Mar,1,16,0.164545358,235,7.302707439,2.152525533,66.52855369,26.33333333
472,B,32.7625,-89.8994,Jan,5,12,0.206759379,80,-0.011486486,1.180045351,26.22792023,28.13333333
474,B,34.33805556,-117.7088889,Jul,5,16,0.474129528,1866,14,1.733333333,52,0
475,B,33.323732,-97.561696,Apr,4,16,0.277641312,291,20.56258685,5.578103379,50.50530381,0
476,B,31.67722,-94.51861,Sep,4,12,0.250261774,136,24.23638951,2.804110427,67.79598925,25.06666667
478,C,32.9263,-96.15948,Aug,2,12,0.264719597,158,29.97382983,2.884289597,58.47575422,0
479,B,31.515,-81.3746,Sep,5,12,0.130774046,24,26.41116,2.620266637,71.15219899,6.1
481,B,32.473656,-94.586494,Sep,3,12,0.250317162,119,29.01297349,1.989558619,56.72755275,4.666666667
482,B,35.06555556,-112.0052778,May,3,15,0.416416399,1962,20.97755078,4.901445639,32.36583035,2.366666667
483,B,17.989458,-66.518951,Apr,5,12,0.0161075,7,26.87031448,6.482922983,70.90065789,0
484,B,31.1113405,-89.59378043,Oct,6,12,0.205165343,99,21.05258147,2.718245463,74.3364212,0
485,C,28.65,-81.52,May,2,12,0.134342378,40,23.77347799,3.373059292,63.6827411,0
486,B,34.383335,-80.966667,Jul,2,16,0.125164071,143,28.01401468,2.235232541,53.76778107,0
488,B,31.99226755,-83.44929961,Mar,5,12,0.148901495,98,12.35992374,2.909570488,55.7750976,0
489,B,32.84417763,-84.40365152,Apr,5,12,0.156844145,206,13.300186,2.384413555,74.41015197,0
493,B,35.0374,-81.37038,Mar,3,15,0.128327822,187,12.46984306,2.553938959,52.01466098,58.1
494,B,44.69583,-122.72389,Aug,6,15,0.52057593,311,21.3151664,3.656621645,60.17206136,0.533333333
496,B,42.120559,-77.921957,Apr,2,9,0.094410873,497,2.338547418,4.13563377,71.86160699,36
497,B,34.1075,-85.6925,Nov,6,16,0.167587094,174,11.60143267,3.049437286,47.47577186,2.633333333
498,B,36.00011999,-79.25434999,Feb,2,0,0.109052294,201,5.906710231,2.249617194,54.74548103,0
501,B,31.27108084,-81.46903512,Jun,0,12,0.131794726,10,25.60520877,2.382328112,68.39171203,0
502,B,29.16778,-82.58111,Sep,5,12,0.143347317,14,24.6414461,1.452719783,73.59479202,35
503,B,31.86336485,-97.38262044,Jun,2,12,0.276985718,183,28.64018109,3.951475065,65.51608492,13.13333333
504,B,34.51570968,-83.35523917,Apr,0,16,0.146332854,271,16.38833685,2.409450607,49.39636945,0
507,B,33.798132,-87.29437,Mar,6,16,0.182286954,127,11.92918705,3.449278533,61.15360846,45.73333333
508,B,40.62478,-118.22181,Jul,0,15,0.475956022,1313,26.34566697,3.285375469,27.19778508,1.3
509,B,44.29277778,-111.2758333,Sep,0,15,0.404925472,1905,7.601960021,2.472540239,65.54583333,18.33333333
510,C,33.08247,-85.86102,May,3,16,0.169797426,250,19.80595857,2.669815772,68.88551646,29.76666667
511,B,40.57239532,-101.9798584,Jun,4,15,0.315637458,1075,20.17893588,3.636217537,71.00205185,52.1
513,B,30.726895,-88.352533,Sep,3,12,0.194120286,57,24.29925762,2.777935547,73.83147001,107.1
516,B,31.121967,-88.236054,Jan,5,12,0.192756381,101,8.462153363,1.708044181,50.3622335,24.63333333
517,B,35.44,-79.55666,Mar,1,15,0.112048586,155,8.708037189,3.356344474,56.18319848,0
519,B,38.73519239,-81.56167083,Mar,4,0,0.127961899,245,6.926663302,1.817506942,73.96918347,95.73333333
520,C,33.23,-90.1247,Mar,5,16,0.208501528,106,16.7826282,3.380376081,57.25935493,8.233333333
521,B,18.054182,-66.965096,Mar,1,12,0.019758917,84,25.84210981,5.732774078,84.67213953,0
522,B,29.83667,-85.20165997,Jun,6,12,0.166278038,9,25.08817864,4.379660865,72.9083969,3.666666667
524,B,33.009374,-85.826621,Mar,4,16,0.169537496,213,14.51883747,2.394680935,63.98854713,0
525,C,35.0192,-96.6255,Mar,2,15,0.267717074,268,6.28993078,4.089986169,63.94011211,0
526,C,30.65509,-87.65701,Dec,3,12,0.187845314,53,11.28630053,4.278646969,70.00099302,0
527,B,30.12,-81.79,Apr,1,12,0.135535483,18,17.32653514,4.027322943,67.93022819,27.2
528,B,38.79,-95.83,Apr,2,0,0.258146786,350,12.35792043,4.927578151,63.8151374,18.33333333
529,B,33.264126,-87.72513,Mar,0,16,0.186560669,133,14.7970977,3.14109253,69.54155794,86.7
530,B,32.7031,-86.1369,Jan,3,12,0.172553658,189,6.067452015,2.363316025,46.30396936,7.2
531,C,34.98655,-77.31756667,Jun,4,16,0.092694883,16,24.71975765,2.770442134,67.65494536,3.433333333
532,C,32.369469,-85.858073,Apr,6,12,0.170272083,93,20.93904543,2.670928356,53.01843471,38.66666667
534,B,42.4625,-123.31694,Aug,0,9,0.52742283,372,23.63110781,1.951102579,42.2440076,1.6
536,B,41.49352744,-74.01831461,Mar,6,15,0.060760345,40,3.083858482,4.191553295,57.48929725,0
538,B,47.8686,-95.0864,Mar,5,15,0.248158309,379,-4.010055873,3.759139613,67.27577897,0.5
542,B,35.7242,-94.5592,Nov,1,15,0.247932822,278,10.02112754,2.053701867,58.55271884,0
544,B,36.50423471,-93.73689153,Mar,3,0,0.23981595,329,13.08081118,3.974186481,55.57637367,0
545,B,33.03691667,-83.31219444,Oct,6,16,0.146933568,130,17.02965595,0.473172969,70.41737563,0
546,B,46.350745,-94.185656,May,6,9,0.240057782,369,5.97869888,2.443196956,63.77766115,5.633333333
547,B,35.74901666,-81.03288333,Mar,5,15,0.124901881,276,2.972935003,2.592691572,58.72714478,7
550,C,30.69089,-98.25466,Jan,1,12,0.286104685,350,2.765957447,0.637588652,16.31205674,0
551,B,31.81618022,-81.23983704,Mar,4,12,0.129356044,22,16.69588969,1.929822454,74.0515282,11.93333333
552,B,26.49373,-98.8915,Aug,2,12,0.295691156,88,30.77440338,6.073259981,62.72212442,3.366666667
553,B,34.3445,-85.462,Dec,1,16,0.165354395,201,7.396755871,2.6158083,62.30187978,0
555,B,31.6769881,-89.8169897,Oct,5,12,0.206786267,155,21.97586041,1.517270748,59.91181364,0
559,B,46.35642,-122.65975,Sep,3,9,0.519488039,177,19.88992424,2.302472089,53.99868464,0
560,B,32.85221997,-94.60610999,Oct,3,12,0.250233238,92,22.27071568,2.143009228,67.73638004,11.4
561,B,32.0128,-83.6124,Jan,3,12,0.150345624,124,4.032133531,1.71345849,47.02857503,0.8
562,B,37.03111111,-119.4288889,Aug,2,0,0.490001525,604,28.59117064,3.103174603,46.17599206,0.6
563,B,30.62699,-92.91934,Jul,5,12,0.23618288,34,27.67988408,0.701458578,70.23669228,13.5
564,C,36.27722222,-82.135,Sep,0,0,0.1343757,780,20.82757961,1.041100964,70.73586105,13.96666667
565,B,32.62693511,-89.99720688,Jul,5,12,0.207751682,85,25.45451807,2.268719164,81.08483359,215
566,C,31.18938333,-95.61306667,Apr,5,12,0.260857666,77,19.38403085,3.474845866,61.9457949,0
567,B,29.24644,-99.74059,Feb,3,12,0.301353067,292,16.03706602,3.216382868,50.276286,0
568,C,30.60932,-93.44058,Feb,3,12,0.241034874,44,11.58247702,2.790126057,67.97654456,0
569,B,34.25915,-79.03584,Jun,0,16,0.108209015,27,24.12737597,2.041276523,66.02055944,0
571,B,48.50056,-117.27019,Sep,5,15,0.464020507,621,17.28364122,0.52034762,50.94341614,1.1
573,B,36.40417001,-79.03412001,Mar,5,0,0.106880709,176,9.819973995,2.945188949,45.79702644,0
574,B,32.51746278,-83.65395442,Dec,1,12,0.150354615,111,13.4034177,2.592265095,70.8892492,19.6
575,B,33.525,-79.325,Feb,0,16,0.111238254,11,8.55134925,3.56394922,66.45355681,0
576,C,32.08419,-85.112963,Mar,5,12,0.163761154,124,15.6752495,3.21729547,47.99132115,7.033333333
578,B,31.72820457,-99.12827299,Oct,6,12,0.293597506,504,16.85582804,3.622276792,73.09581671,0
581,B,43.72460001,-89.19803116,Apr,4,9,0.194739456,234,2.504085645,2.975959657,69.07564782,0
582,B,41.81875574,-74.41334666,May,1,15,0.064038594,383,13.21042126,3.159462773,52.81443102,430.7333333
583,B,41.32919221,-74.1880388,Aug,0,15,0.06228869,189,23.74843421,1.772351094,68.90526691,42.63333333
584,B,31.04664,-87.86092,Feb,5,12,0.189398663,43,10.02306512,4.533832907,63.24969177,0
585,B,34.46472,-82.59054997,Feb,4,16,0.139539598,191,7.91421776,2.546275133,69.66952935,30.3
586,B,36.45388888,-121.8111111,Oct,0,0,0.514717338,442,17.88337992,2.46582892,66.14843949,0
588,B,26.2738496,-98.1519837,Jan,6,12,0.288892287,34,11.76315751,2.768393018,43.30309749,0.533333333
589,C,43.14277,-116.07345,Jun,4,9,0.4532532,920,20.27248178,5.521115482,31.96547337,2.133333333
590,B,37.0197,-85.2303,Feb,5,0,0.161661877,254,5.509362115,2.259128319,62.84662957,0
592,B,35.265,-88.19434,Mar,1,15,0.189531247,139,10.75010349,4.749697741,66.48980693,106.3333333
593,B,18.332642,-67.018456,Feb,2,12,0.019868691,85,24.55331129,4.201424345,78.01054871,0
594,B,30.95962029,-84.00438554,Apr,6,12,0.154642007,72,15.08305579,1.898770807,68.32407037,1.1
595,C,31.92045542,-110.9677484,Nov,6,12,0.408250772,846,11.83808863,2.095806878,26.40986655,1
596,B,32.61886002,-95.16983,Feb,2,12,0.255663361,125,11.16763048,2.642194621,61.37698802,0
597,B,35.25564,-109.02519,May,3,15,0.386836337,2057,12.52549402,4.201251719,31.55303364,4.133333333
598,C,30.716628,-89.456707,Feb,6,12,0.20421288,68,15.67826087,3.608074534,88.34680135,0
599,C,39.15,-95.1,Mar,6,0,0.251137873,284,-1.760502045,3.883539539,65.09206334,4.933333333
600,B,36.89429998,-105.1728,Jun,4,0,0.348247776,2799,17.2282046,2.86461841,37.64868385,0
601,B,31.99,-95.72,May,5,12,0.26126495,148,22.88043662,2.206064951,66.63139287,13.83333333
603,B,36.23638889,-121.4586111,Oct,3,0,0.511221204,339,23.86306993,1.993973407,36.39992947,0
604,B,35.4125,-119.7908,Jun,0,15,0.494634976,392,26.84907945,2.891022592,35.89968608,3.266666667
606,B,34.51807952,-88.48278853,Nov,1,16,0.192628744,119,13.73871933,2.254481253,64.79538209,96.16666667
607,C,33.4356,-81.7403,Mar,4,16,0.132653394,117,8.465829402,3.005360701,59.99956266,92.8
608,C,39.49527778,-121.1258333,May,5,0,0.506098956,918,17.83056837,2.017721306,32.42628388,0
611,C,29.82860999,-97.89777998,Jan,0,12,0.283411464,190,3.764705883,1.095098039,14.73529412,0
613,C,34.35624487,-89.74125852,Feb,5,16,0.204235841,120,7.807387567,4.087652116,57.22476855,612
614,B,41.0332,-123.6512,Oct,0,15,0.531433953,104,12.91552605,2.933013592,76.81497323,96.23333333
615,B,18.118147,-67.012459,Feb,0,12,0.020077703,250,25.36728359,3.477725687,71.49974604,0
617,B,32.1972,-91.7411,Sep,4,12,0.224105265,29,30.12847415,2.114709304,61.42634287,2.833333333
620,B,40.82240154,-72.975659,Apr,3,15,0.052072075,26,10.75647729,4.43770568,61.80264207,30.3
621,B,30.6826327,-88.57432712,Oct,4,12,0.196176804,17,17.09455604,1.167870567,79.15997083,7.433333333
622,B,39.3375,-75.06667,Apr,1,0,0.070748263,22,13.51374869,3.738927212,65.90347395,31.13333333
624,B,47.9733,-95.2519,Apr,5,15,0.24968784,353,1.467713831,4.253845327,71.60369645,0
625,B,33.12555833,-84.19145,Dec,6,16,0.15474486,251,8.448299531,2.050944705,24.76190476,0
626,B,39.29333,-88.368889,Mar,1,0,0.188928942,193,6.565101339,4.385667994,78.40327223,11.56666667
627,B,47.25583,-107.15017,May,2,15,0.363589001,830,15.2699718,3.427263072,57.23253591,18.93333333
629,B,41.83333333,-121.5,May,2,15,0.508942185,1229,6.487448345,3.976319478,67.41716086,12.8
630,B,45.5275,-106.9812,Mar,0,15,0.362330608,1057,3.212929894,3.246675021,60.01202538,0.333333333
631,B,35.39111,-82.39988,Nov,6,15,0.137260589,670,13.71889794,1.214041951,59.53681644,0
632,B,38.4443,-83.2043,Mar,6,0,0.142736037,316,6.546755398,1.749084975,64.94559461,108.5
633,F,46.6617,-108.5317,Jul,5,15,0.377241625,1073,26.47211974,3.085441409,36.41617014,6.066666667
635,B,44,-70.25,May,6,9,0.027659636,97,8.472195785,3.42164308,50.68181761,0
636,C,41.6908,-116.4258,Aug,3,15,0.457337451,1585,24.55581007,2.746756611,31.50157641,6.333333333
638,B,42.489253,-95.668652,May,3,9,0.255054383,412,11.74863068,4.140080567,60.24665426,13.1
639,B,31.94375,-95.34375,Sep,6,12,0.257775403,180,29.01143527,3.409955459,60.69404315,0
641,B,39.44166667,-82.28555556,Mar,1,0,0.134057155,320,2.932110538,2.874773216,75.02362404,78.9
642,B,36.86638889,-84.49083333,Apr,1,0,0.15509765,383,9.444039198,2.643273694,60.79241134,0
643,B,33.63432,-81.31126,Nov,6,16,0.128711125,134,14.9978499,3.036306729,74.55318741,19.6
644,C,32.2014,-83.7933,Jan,5,12,0.151828363,118,2.038690476,0.933736153,18.27291037,3.266666667
646,B,34.2722222,-111.035556,Sep,3,16,0.407299304,1710,22.42787206,2.05817702,48.40818074,0
647,B,36.05823,-119.49154,Aug,0,0,0.491194925,64,26.23089349,1.908262105,52.67852083,0
648,C,35.3947,-92.8079,Feb,2,15,0.231845206,220,-0.485339766,2.147385402,71.34621449,11.83333333
649,B,34.48,-80.04195001,Dec,0,16,0.116926978,102,5.708145702,3.068416315,67.53638251,68.66666667
650,E,44.72620002,-97.82559997,Jul,6,15,0.274619696,478,22.33182548,3.660864019,63.58664567,0
651,B,44.518133,-92.387214,Apr,1,15,0.223834137,213,8.172923902,3.84268222,66.60822891,0
654,F,39.83333333,-98.83333333,Oct,2,0,0.285965059,561,11.11078094,4.656948151,45.32019621,0
655,B,31.2408,-81.4975,Jun,2,12,0.132070178,14,28.26021027,2.150249123,61.62591802,16.1
656,B,30.22291999,-94.89375001,Aug,3,12,0.254876304,37,28.30094505,2.462410506,67.46609255,8.366666667
657,C,34.3806703,-85.3424525,Feb,0,16,0.16425377,239,5.698613244,2.2216904,67.8714153,126.5333333
659,B,32.2994,-92.4753,Apr,6,12,0.230819304,65,18.05174689,3.955706066,63.95886734,24.13333333
661,B,31.28657477,-89.7618111,May,2,12,0.20657201,117,23.31595882,1.539323682,64.94232137,0
662,B,31.9167,-111.849,Oct,4,12,0.416993423,748,30.98637493,2.62649424,28.24882557,0
663,B,33.75833333,-79.57916667,Nov,3,16,0.113319279,16,14.66888652,3.614848331,73.87659816,0
664,B,32.364303,-97.077942,Dec,2,12,0.273751746,181,13.01458859,4.648140147,61.19674103,12.23333333
665,C,43.175,-103.975,Oct,5,9,0.333838319,1168,18.68872064,4.276830323,35.19730783,0.333333333
666,B,32.04324,-99.13592,Apr,4,12,0.293439369,485,18.37672017,4.300711871,66.94905523,15.06666667
667,B,30.9615104,-95.7084476,Jan,4,12,0.261924572,71,5.975238097,1.197142857,28.70289855,1.933333333
670,B,66.9106,-153.675,Jul,5,0,0.858691289,0,14.1943674,2.038982709,61.64502519,0
671,D,34.64395,-92.18399,Jun,5,16,0.226536586,75,24.95497721,2.917252372,61.50238076,15.56666667
672,B,34.83369773,-95.2785036,Oct,0,16,0.255199971,264,18.94141458,2.737409222,68.29457244,41.66666667
673,C,33.95833333,-79.27916667,Jan,5,16,0.110545685,4,10.45559576,5.192375632,76.37283339,0
674,B,34.245,-117.4261111,Jun,0,16,0.471324685,846,20.59507937,0.909543651,66.05628307,3.633333333
675,B,30.34563998,-96.75862998,Dec,5,12,0.272261851,83,12.76703685,2.713506277,57.36949039,0
676,B,45.18722222,-116.3205556,Jul,2,9,0.455122993,1292,19.591025,1.515822203,53.24704483,6.433333333
677,B,31.800294,-99.092984,Apr,1,12,0.293209553,476,22.95738482,5.142369843,53.83314343,0
678,B,32.77818998,-100.2011,Jul,1,12,0.303042761,576,29.68230165,3.930118322,53.04515982,1
680,C,34.380043,-87.995841,Mar,6,16,0.188281393,224,1.824683279,5.375275917,64.68010899,0
681,B,31.61240024,-83.50568558,May,2,12,0.149685101,106,21.84837979,2.148008053,45.95500409,0
685,C,39.43448578,-80.97662087,Mar,3,0,0.12243759,299,3.576442637,3.588950726,64.81154448,18.53333333
686,B,31.95005069,-84.1461696,Mar,1,12,0.155172903,106,8.402541268,3.647062388,72.25954898,153.9333333
687,B,35.8917,-85.2233,Apr,2,15,0.162245213,520,14.13674164,2.789202016,61.59773879,28.9
690,B,32.02687,-98.4641,Aug,5,12,0.287083675,396,28.94908233,2.61250805,51.11653921,0
691,B,34.51667001,-82.15,Sep,0,16,0.135582974,205,25.02833358,2.046853307,75.72440121,16.73333333
692,B,32.44594154,-84.29939461,Mar,5,12,0.156189584,148,13.18995883,2.879971417,56.77122585,0
693,B,32.461069,-95.2172255,May,0,12,0.256218578,128,9.011375661,4.223445767,69.34159881,0
695,B,33.92163022,-89.94962868,Mar,3,16,0.206429905,101,12.77978574,2.89351082,67.81292283,19
696,B,35.80004,-81.50822,Feb,6,15,0.1290863,337,1.819505991,1.891920399,53.61728702,0
697,B,42.8848,-116.10859,Aug,4,4,0.453696294,874,25.75353578,5.073615514,35.69924426,7.866666667
702,C,31.89609189,-111.3955268,Jun,3,12,0.412507751,886,26.64701571,3.545658993,14.29589146,0
703,B,33.67008533,-98.46686504,Jan,4,16,0.285961641,292,0.710973725,1.023876698,25.13606557,5.166666667
705,C,34.6303,-88.4333,Nov,3,16,0.192105861,115,5.279733765,5.375399881,62.80829926,0
706,B,35.03111111,-120.48,Aug,1,15,0.501914784,107,18.50496046,4.007937616,69.45187321,0
708,B,40.60509109,-98.47724152,May,4,15,0.282250775,597,7.530901111,7.033441185,69.28503289,47.56666667
